"Gene","Dataset","Trait","Method","HGNC","Transcript","Chromosome","Start","End","Biotype","Z","P","Permutation.P","R2","Top.GWAS.SNP","Top.GWAS.P","Screen.P","Screening.Adjusted.P","Confirmation.P"
"ENSG00000230454","Developmental","SCZ","isoTWAS","","ENST00000439898",3,50260303,50263358,"lncRNA",3.65794233,0.000254248,0.015984016,0.01884259,"rs11917680",4.16e-10,2.04244336700451e-05,0.000234779155983517,0.000508496
"ENSG00000164078","Developmental","SCZ","isoTWAS","MST1R","ENST00000296474",3,49887002,49903873,"protein_coding",-6.034900826,1.59e-09,0.015984016,0.023099781,"rs11917680",4.16e-10,1.11139972010675e-08,3.80825479465028e-07,9.54e-09
"ENSG00000164062","Developmental","SCZ","isoTWAS","APEH","ENST00000447541",3,49674014,49683971,"protein_coding",-6.297375184,3.03e-10,0.012987013,0.015937715,"rs11917680",4.16e-10,2.75017312823282e-09,1.07992808069463e-07,2.727e-09
"ENSG00000182179","Developmental","SCZ","isoTWAS","UBA7","ENST00000460516",3,49805209,49813953,"protein_coding",6.906726697,4.96e-12,0.001998002,0.060171488,"rs11917680",4.16e-10,3.67622286323558e-11,2.32668865842193e-09,3.472e-11
"ENSG00000114735","Developmental","SCZ","isoTWAS","HEMK1","ENST00000455834",3,50569152,50596168,"protein_coding",-3.51546937,0.000438977,0.000999001,0.15740068,"rs11917680",4.16e-10,1.62485882558592e-07,4.00218247537083e-06,0.001755908
"ENSG00000253554","Developmental","SCZ","isoTWAS","LINC01414","ENST00000668083",8,63687179,64369176,"lncRNA",-4.709902345,2.48e-06,0.035964036,0.020004162,"rs7830315",4.27e-10,9.68802753998933e-06,0.000127636797116643,9.92e-06
"ENSG00000066855","Developmental","SCZ","isoTWAS","MTFR1","ENST00000520398",8,65644734,65771261,"protein_coding",-4.193549769,2.75e-05,0.000999001,0.02319279,"rs7830315",4.27e-10,7.9431485263016e-07,1.57487068877127e-05,0.0001925
"ENSG00000254102","Developmental","SCZ","isoTWAS","BHLHE22-AS1","ENST00000665275",8,64574306,64581921,"lncRNA",-4.505648404,6.62e-06,0.000999001,0.016073155,"rs7830315",4.27e-10,1.98385274503342e-05,0.000229186824997096,1.324e-05
"ENSG00000128881","Developmental","SCZ","isoTWAS","TTBK2","ENST00000564431",15,42738730,42920809,"protein_coding",-5.269849439,1.37e-07,0.002997003,0.028180022,"rs2016840",4.63e-10,7.51958039926952e-09,2.67899576299803e-07,5.48e-07
"ENSG00000128881","Developmental","SCZ","isoTWAS","TTBK2","ENST00000267890",15,42738730,42920809,"protein_coding",5.15923444,2.48e-07,0.000999001,0.036281135,"rs2016840",4.63e-10,7.51958039926952e-09,2.67899576299803e-07,7.44e-07
"ENSG00000167491","Developmental","SCZ","isoTWAS","GATAD2A","ENST00000418032",19,19385826,19508932,"protein_coding",6.236666767,4.47e-10,0.000999001,0.022980733,"rs8103496",4.63e-10,1.36987229824844e-09,5.68338535255308e-08,2.682e-09
"ENSG00000065609","Developmental","SCZ","isoTWAS","SNAP91","ENST00000519133",6,83552880,83709691,"protein_coding",-4.353990729,1.34e-05,0.037962038,0.019687605,"rs217291",5.47e-10,8.27951467593575e-09,2.92391876050169e-07,0.0001876
"ENSG00000065615","Developmental","SCZ","isoTWAS","CYB5R4","ENST00000369679",6,83859656,83967423,"protein_coding",-4.474041721,7.68e-06,0.021978022,0.017457247,"rs217291",5.47e-10,2.15861634124518e-05,0.000244992328631195,1.536e-05
"ENSG00000140265","Developmental","SCZ","isoTWAS","ZSCAN29","ENST00000568898",15,43358172,43371043,"protein_coding",4.879654679,1.06e-06,0.015984016,0.016504055,"rs694461",5.47e-10,3.16350569648376e-06,5.04006104990635e-05,2.12e-06
"ENSG00000065609","Developmental","SCZ","isoTWAS","SNAP91","ENST00000523199",6,83552880,83709691,"protein_coding",6.203570871,5.52e-10,0.002997003,0.015447995,"rs217291",5.47e-10,8.27951467593575e-09,2.92391876050169e-07,7.728e-09
"ENSG00000242866","Developmental","SCZ","isoTWAS","STRC","ENST00000485556",15,43599563,43618800,"protein_coding",-5.278444833,1.3e-07,0.000999001,0.062455056,"rs694461",5.47e-10,1.41818181797169e-07,3.54303968424848e-06,1.3e-07
"ENSG00000169519","Developmental","SCZ","isoTWAS","METTL15","ENST00000437814",11,28108248,28527041,"protein_coding",4.584429474,4.55e-06,0.045954046,0.016821814,"rs10767734",5.61e-10,1.6702613652478e-05,0.000198646633557364,2.73e-05
"ENSG00000169519","Developmental","SCZ","isoTWAS","METTL15","ENST00000403099",11,28108248,28527041,"protein_coding",4.559043011,5.14e-06,0.040959041,0.059593526,"rs10767734",5.61e-10,1.6702613652478e-05,0.000198646633557364,3.084e-05
"ENSG00000171951","Developmental","SCZ","isoTWAS","SCG2","ENST00000421386",2,223596940,223602361,"protein_coding",-3.521907686,0.000428453,0.020979021,0.012948234,"rs10498163",6.83e-10,0.000852372272822366,0.0038479541569455,0.000428453
"ENSG00000036257","Developmental","SCZ","isoTWAS","CUL3","ENST00000541548",2,224470150,224585397,"protein_coding",4.33253053,1.47e-05,0.008991009,0.027115934,"rs10498163",6.83e-10,0.000200253893471811,0.00134683846572096,0.0001911
"ENSG00000067560","Developmental","SCZ","isoTWAS","RHOA","ENST00000418115",3,49359139,49412998,"protein_coding",-5.853206461,4.82e-09,0.011988012,0.036875591,"rs2282755",8.2e-10,1.45002874870212e-08,4.76296085007031e-07,1.928e-08
"ENSG00000025796","Developmental","SCZ","isoTWAS","SEC63","ENST00000460009",6,107867756,107958208,"protein_coding",-3.985555994,6.73e-05,0.047952048,0.046353796,"rs2153960",9.24e-10,0.000409847151970798,0.00227694429798854,0.0005384
"ENSG00000223501","Developmental","SCZ","isoTWAS","VPS52","ENST00000495755",6,33250272,33272047,"protein_coding",5.01750577,5.23e-07,0.042957043,0.039711461,"rs411136",1.01e-09,2.92375825054205e-07,6.59951530146827e-06,3.138e-06
"ENSG00000197283","Developmental","SCZ","isoTWAS","SYNGAP1","ENST00000470232",6,33419661,33453689,"protein_coding",-5.721557362,1.06e-08,0.033966034,0.014023562,"rs411136",1.01e-09,1.2714699710893e-07,3.22138993146158e-06,1.166e-07
"ENSG00000124493","Developmental","SCZ","isoTWAS","GRM4","ENST00000607916",6,34018643,34155622,"protein_coding",4.753789638,2e-06,0.032967033,0.018042881,"rs411136",1.01e-09,1.17041512893077e-05,0.000148852086413032,1.2e-05
"ENSG00000227057","Developmental","SCZ","isoTWAS","WDR46","ENST00000468157",6,33279108,33289247,"protein_coding",-5.671390608,1.42e-08,0.02997003,0.018984606,"rs411136",1.01e-09,8.51856397716856e-08,2.26492757870714e-06,7.1e-08
"ENSG00000116288","Developmental","SCZ","isoTWAS","PARK7","ENST00000469225",1,7954291,7985505,"protein_coding",-3.927490378,8.58e-05,0.015984016,0.071236097,"rs301798",1.03e-09,0.000673830107569025,0.00325597128923847,0.0006006
"ENSG00000108953","Developmental","SCZ","isoTWAS","YWHAE","ENST00000496706",17,1344275,1400222,"protein_coding",-4.545762707,5.47e-06,0.030969031,0.022068141,"rs9905529",1.07e-09,1.79822110963677e-05,0.000211218999187976,4.923e-05
"ENSG00000186532","Developmental","SCZ","isoTWAS","SMYD4","ENST00000570368",17,1779485,1830634,"protein_coding",-4.538082501,5.68e-06,0.026973027,0.055088137,"rs9905529",1.07e-09,2.81151201209605e-05,0.000301896156774572,2.272e-05
"ENSG00000132376","Developmental","SCZ","isoTWAS","INPP5K","ENST00000498390",17,1494577,1516742,"protein_coding",-4.681758009,2.84e-06,0.026973027,0.027210772,"rs9905529",1.07e-09,3.48352142832713e-07,7.74387773164897e-06,2.272e-05
"ENSG00000197879","Developmental","SCZ","isoTWAS","MYO1C","ENST00000576822",17,1464186,1492686,"protein_coding",4.710278151,2.47e-06,0.01998002,0.026925835,"rs9905529",1.07e-09,3.65578949352343e-05,0.000369447630782558,3.458e-05
"ENSG00000167703","Developmental","SCZ","isoTWAS","SLC43A2","ENST00000575944",17,1569268,1628886,"protein_coding",-5.947490321,2.72e-09,0.016983017,0.015031066,"rs9905529",1.07e-09,7.21270278039714e-09,2.58679578161843e-07,1.904e-08
"ENSG00000167193","Developmental","SCZ","isoTWAS","CRK","ENST00000398970",17,1420689,1463162,"protein_coding",4.692511828,2.7e-06,0.016983017,0.01138307,"rs9905529",1.07e-09,2.70000000002277e-06,4.41940162275533e-05,0
"ENSG00000074660","Developmental","SCZ","isoTWAS","SCARF1","ENST00000263071",17,1633858,1645744,"protein_coding",-4.811738931,1.5e-06,0.013986014,0.0243608,"rs9905529",1.07e-09,5.99931231109751e-06,8.49323696393006e-05,4.5e-06
"ENSG00000186594","Developmental","SCZ","isoTWAS","MIR22HG","ENST00000573075",17,1711447,1717174,"lncRNA",5.181769983,2.2e-07,0.013986014,0.034645309,"rs9905529",1.07e-09,6.59988416276122e-07,1.33981799374595e-05,4.4e-07
"ENSG00000167703","Developmental","SCZ","isoTWAS","SLC43A2","ENST00000576721",17,1569268,1628886,"protein_coding",5.947490321,2.72e-09,0.011988012,0.023778649,"rs9905529",1.07e-09,7.21270278039714e-09,2.58679578161843e-07,1.904e-08
"ENSG00000070366","Developmental","SCZ","isoTWAS","SMG6","ENST00000575176",17,2059839,2303785,"protein_coding",4.553229546,5.28e-06,0.010989011,0.03281848,"rs9905529",1.07e-09,6.8246182674139e-05,0.000604514348066921,6.336e-05
"ENSG00000167703","Developmental","SCZ","isoTWAS","SLC43A2","ENST00000574743",17,1569268,1628886,"protein_coding",-5.239703288,1.61e-07,0.010989011,0.041687783,"rs9905529",1.07e-09,7.21270278039714e-09,2.58679578161843e-07,8.05e-07
"ENSG00000167703","Developmental","SCZ","isoTWAS","SLC43A2","ENST00000571650",17,1569268,1628886,"protein_coding",5.947490321,2.72e-09,0.00999001,0.020153037,"rs9905529",1.07e-09,7.21270278039714e-09,2.58679578161843e-07,1.904e-08
"ENSG00000174238","Developmental","SCZ","isoTWAS","PITPNA","ENST00000539476",17,1517718,1562792,"protein_coding",4.931902957,8.14e-07,0.008991009,0.013785794,"rs9905529",1.07e-09,2.09627305108642e-09,8.39497537753937e-08,6.512e-06
"ENSG00000287553","Developmental","SCZ","isoTWAS","","ENST00000670012",17,2040953,2041932,"lncRNA",4.222226655,2.42e-05,0.008991009,0.012895316,"rs9905529",1.07e-09,2.4200000000007e-05,0.000268244368131946,0
"ENSG00000108963","Developmental","SCZ","isoTWAS","DPH1","ENST00000576891",17,2030137,2043898,"protein_coding",-5.643610413,1.67e-08,0.005994006,0.019512564,"rs9905529",1.07e-09,1.65124112655766e-07,4.05005783305685e-06,1.503e-07
"ENSG00000174231","Developmental","SCZ","isoTWAS","PRPF8","ENST00000576958",17,1650629,1684867,"protein_coding",5.810238385,6.24e-09,0.005994006,0.012183089,"rs9905529",1.07e-09,6.83823544601642e-08,1.86738209582503e-06,6.24e-08
"ENSG00000132361","Developmental","SCZ","isoTWAS","CLUH","ENST00000574426",17,2689386,2712663,"protein_coding",5.261397225,1.43e-07,0.004995005,0.075543811,"rs9905529",1.07e-09,1.4229235002135e-06,2.55730093206522e-05,1.287e-06
"ENSG00000141258","Developmental","SCZ","isoTWAS","SGSM2","ENST00000573851",17,2337498,2381058,"protein_coding",5.324068597,1.01e-07,0.002997003,0.032920775,"rs9905529",1.07e-09,1.10689356279378e-06,2.08206937178658e-05,1.01e-06
"ENSG00000132376","Developmental","SCZ","isoTWAS","INPP5K","ENST00000573790",17,1494577,1516742,"protein_coding",-4.981101004,6.32e-07,0.001998002,0.023912569,"rs9905529",1.07e-09,3.48352142832713e-07,7.74387773164897e-06,5.688e-06
"ENSG00000174231","Developmental","SCZ","isoTWAS","PRPF8","ENST00000573681",17,1650629,1684867,"protein_coding",-4.791124147,1.66e-06,0.000999001,0.029727051,"rs9905529",1.07e-09,6.83823544601642e-08,1.86738209582503e-06,1.66e-05
"ENSG00000174238","Developmental","SCZ","isoTWAS","PITPNA","ENST00000313486",17,1517718,1562792,"protein_coding",-6.338092812,2.33e-10,0.000999001,0.025599428,"rs9905529",1.07e-09,2.09627305108642e-09,8.39497537753937e-08,1.864e-09
"ENSG00000137601","Developmental","SCZ","isoTWAS","NEK1","ENST00000505119",4,169369704,169612632,"protein_coding",4.971915699,6.63e-07,0.00999001,0.048462785,"rs4692740",1.14e-09,3.30678928573903e-06,5.23726372547314e-05,2.652e-06
"ENSG00000124507","Developmental","SCZ","isoTWAS","PACSIN1","ENST00000538621",6,34466061,34535229,"protein_coding",-6.133731452,8.58e-10,0.002997003,0.054540818,"rs11757379",1.15e-09,4.28996604318415e-09,1.60267967525345e-07,3.432e-09
"ENSG00000118946","Developmental","SCZ","isoTWAS","PCDH17","ENST00000377918",13,57631744,57729311,"protein_coding",-4.779941632,1.75e-06,0.020979021,0.026466926,"rs4627212",1.28e-09,3.5164634973058e-09,1.35766977993889e-07,1.75e-06
"ENSG00000118946","Developmental","SCZ","isoTWAS","PCDH17","ENST00000615375",13,57631744,57729311,"protein_coding",-6.018249441,1.76e-09,0.005994006,0.024921176,"rs4627212",1.28e-09,3.5164634973058e-09,1.35766977993889e-07,1.76e-09
"ENSG00000116560","Developmental","SCZ","isoTWAS","SFPQ","ENST00000485365",1,35176378,35193446,"protein_coding",-5.008079047,5.5e-07,0.018981019,0.064006966,"rs581459",1.32e-09,3.85411260447007e-06,5.9200590485763e-05,4.95e-06
"ENSG00000197056","Developmental","SCZ","isoTWAS","ZMYM1","ENST00000466390",1,35032172,35115859,"protein_coding",-4.955084097,7.23e-07,0.012987013,0.019562614,"rs581459",1.32e-09,3.39867655498905e-06,5.34612484609827e-05,2.892e-06
"ENSG00000116544","Developmental","SCZ","isoTWAS","DLGAP3","ENST00000235180",1,34865436,34929650,"protein_coding",4.314543413,1.6e-05,0.008991009,0.034723293,"rs581459",1.32e-09,9.51998736539224e-06,0.000126143740632238,3.2e-05
"ENSG00000239636","Developmental","SCZ","isoTWAS","TFAP2E-AS1","ENST00000444348",1,35569807,35577779,"lncRNA",-5.716310599,1.09e-08,0.005994006,0.019976618,"rs581459",1.32e-09,2.1799993636632e-08,6.81841273840317e-07,1.09e-08
"ENSG00000271752","Developmental","SCZ","isoTWAS","","ENST00000607844",5,50662859,50663266,"lncRNA",-4.798607922,1.6e-06,0.040959041,0.028489623,"rs7378983",1.56e-09,1.59999999998479e-06,2.84701212786709e-05,0
"ENSG00000016082","Developmental","SCZ","isoTWAS","ISL1","ENST00000505475",5,51383448,51394730,"protein_coding",-3.908993671,9.27e-05,0.034965035,0.031098184,"rs7378983",1.56e-09,9.27000000000143e-05,0.000760118130579184,0
"ENSG00000159433","Developmental","SCZ","isoTWAS","STARD9","ENST00000569419",15,42575606,42720998,"protein_coding",4.821848075,1.42e-06,0.013986014,0.071638663,"rs2255663",1.58e-09,4.09331746977922e-06,6.17402342474457e-05,2.84e-06
"ENSG00000140326","Developmental","SCZ","isoTWAS","CDAN1","ENST00000643434",15,42723544,42737128,"protein_coding",-6.473898316,9.55e-11,0.000999001,0.016006976,"rs2255663",1.58e-09,2.86499969637204e-10,1.45861924604885e-08,1.91e-10
"ENSG00000082258","Developmental","SCZ","isoTWAS","CCNT2","ENST00000464932",2,134918235,134959342,"protein_coding",-4.608222633,4.06e-06,0.000999001,0.02780006,"rs12613804",1.74e-09,1.39772984568927e-08,4.63202504714151e-07,2.842e-05
"ENSG00000082258","Developmental","SCZ","isoTWAS","CCNT2","ENST00000475094",2,134918235,134959342,"protein_coding",-5.562654868,2.66e-08,0.000999001,0.026926897,"rs12613804",1.74e-09,1.39772984568927e-08,4.63202504714151e-07,2.128e-07
"ENSG00000082258","Developmental","SCZ","isoTWAS","CCNT2","ENST00000264157",2,134918235,134959342,"protein_coding",6.028950437,1.65e-09,0.000999001,0.051522503,"rs12613804",1.74e-09,1.39772984568927e-08,4.63202504714151e-07,1.32e-08
"ENSG00000273747","Developmental","SCZ","isoTWAS","","ENST00000616598",15,83020115,83020802,"lncRNA",4.142337305,3.44e-05,0.047952048,0.010376458,"rs783540",1.84e-09,3.43999999999801e-05,0.000354522094508097,0
"ENSG00000103723","Developmental","SCZ","isoTWAS","AP3B2","ENST00000667758",15,82659281,82710112,"protein_coding",4.21879934,2.46e-05,0.040959041,0.016361822,"rs783540",1.84e-09,8.17435092441554e-08,2.18059255486186e-06,0.000369
"ENSG00000103723","Developmental","SCZ","isoTWAS","AP3B2","ENST00000665513",15,82659281,82710112,"protein_coding",4.13451742,3.56e-05,0.034965035,0.03448272,"rs783540",1.84e-09,8.17435092441554e-08,2.18059255486186e-06,0.0004732
"ENSG00000136404","Developmental","SCZ","isoTWAS","TM6SF1","ENST00000379384",15,83107572,83144854,"protein_coding",-4.995063516,5.88e-07,0.013986014,0.053836614,"rs783540",1.84e-09,3.48877142376608e-06,5.46653223380202e-05,2.94e-06
"ENSG00000214575","Developmental","SCZ","isoTWAS","CPEB1","ENST00000570205",15,82543201,82648861,"protein_coding",-4.223023993,2.41e-05,0.012987013,0.060306796,"rs783540",1.84e-09,9.47996965477136e-05,0.000771021941477501,7.23e-05
"ENSG00000103723","Developmental","SCZ","isoTWAS","AP3B2","ENST00000664460",15,82659281,82710112,"protein_coding",-4.922490078,8.54e-07,0.011988012,0.022797674,"rs783540",1.84e-09,8.17435092441554e-08,2.18059255486186e-06,1.6226e-05
"ENSG00000174365","Developmental","SCZ","isoTWAS","SNHG11","ENST00000656815",20,38446343,38450940,"lncRNA",-4.062733534,4.85e-05,0.000999001,0.068813351,"rs2077109",2e-09,4.89199890099866e-11,2.99060493421278e-09,0.0003395
"ENSG00000174365","Developmental","SCZ","isoTWAS","SNHG11","ENST00000663763",20,38446343,38450940,"lncRNA",-5.969796048,2.38e-09,0.000999001,0.024032025,"rs2077109",2e-09,4.89199890099866e-11,2.99060493421278e-09,2.142e-08
"ENSG00000174365","Developmental","SCZ","isoTWAS","SNHG11","ENST00000670898",20,38446343,38450940,"lncRNA",6.066674892,1.31e-09,0.000999001,0.063425439,"rs2077109",2e-09,4.89199890099866e-11,2.99060493421278e-09,1.31e-08
"ENSG00000166793","Developmental","SCZ","isoTWAS","YPEL4","ENST00000524669",11,57645087,57649944,"protein_coding",-4.545888654,5.47e-06,0.010989011,0.053156302,"rs708228",2.06e-09,2.42647766430978e-05,0.000268777783282742,2.188e-05
"ENSG00000131374","Developmental","SCZ","isoTWAS","TBC1D5","ENST00000253692",3,17157162,18444817,"protein_coding",-5.151769194,2.58e-07,0.047952048,0.054552888,"rs12489270",2.14e-09,9.8521298703396e-11,5.71955122220902e-09,2.838e-06
"ENSG00000131374","Developmental","SCZ","isoTWAS","TBC1D5","ENST00000429924",3,17157162,18444817,"protein_coding",6.875970709,6.16e-12,0.000999001,0.050421156,"rs12489270",2.14e-09,9.8521298703396e-11,5.71955122220902e-09,9.24e-11
"ENSG00000081189","Developmental","SCZ","isoTWAS","MEF2C","ENST00000508610",5,88717117,88904257,"protein_coding",4.339838042,1.43e-05,0.025974026,0.031342021,"rs7701188",2.23e-09,1.61259261021592e-09,6.58609238571283e-08,0.0002431
"ENSG00000245526","Developmental","SCZ","isoTWAS","LINC00461","ENST00000666342",5,88507546,88691057,"lncRNA",4.33532215,1.46e-05,0.024975025,0.023706951,"rs7701188",2.23e-09,2.4679e-32,5.68991972857143e-29,0.0001314
"ENSG00000163634","Developmental","SCZ","isoTWAS","THOC7","ENST00000469153",3,63833870,63863868,"protein_coding",3.772724356,0.000161475,0.016983017,0.017736888,"rs6798742",2.33e-09,0.000930085048561158,0.0040789789670458,0.000807375
"ENSG00000197647","Developmental","SCZ","isoTWAS","ZNF433","ENST00000478765",19,12014715,12035741,"protein_coding",-3.65154271,0.00026067,0.018981019,0.047987051,"rs322129",2.37e-09,0.00127220667375364,0.00504567322437715,0.00130335
"ENSG00000279497","Developmental","SCZ","isoTWAS","","ENST00000622964",11,132771623,132773371,"TEC",4.415828461,1.01e-05,0.004995005,0.060355927,"rs2917584",2.37e-09,1.01000000000213e-05,0.000132308360389889,0
"ENSG00000182667","Developmental","SCZ","isoTWAS","NTM","ENST00000496198",11,131370478,132336822,"protein_coding",3.293786438,0.000988476,0.000999001,0.011904424,"rs2917584",2.37e-09,0.00428809856257447,0.0113451840494081,0.007907808
"ENSG00000174353","Developmental","SCZ","isoTWAS","STAG3L3","ENST00000423834",7,72998027,73003730,"transcribed_unprocessed_pseudogene",6.389757189,1.66e-10,0.011988012,0.043254656,"rs2944787",2.48e-09,3.32995245536168e-10,1.66384218814496e-08,4.98e-10
"ENSG00000174353","Developmental","SCZ","isoTWAS","STAG3L3","ENST00000608210",7,72998027,73003730,"transcribed_unprocessed_pseudogene",6.389035219,1.67e-10,0.003996004,0.024583187,"rs2944787",2.48e-09,3.32995245536168e-10,1.66384218814496e-08,5.01e-10
"ENSG00000134809","Developmental","SCZ","isoTWAS","TIMM10","ENST00000525158",11,57528464,57530803,"protein_coding",-5.602087252,2.12e-08,0.023976024,0.042271723,"rs576859",3.01e-09,6.33952992960573e-08,1.75901122350316e-06,4.24e-08
"ENSG00000204348","Developmental","SCZ","isoTWAS","DXO","ENST00000474587",6,31969810,31972290,"protein_coding",5.489339869,4.03e-08,0.000999001,0.020797313,"rs2072633",3.12e-09,1.18999999999991e-21,6.62255517241331e-19,3.224e-07
"ENSG00000108963","Developmental","SCZ","isoTWAS","DPH1","ENST00000571418",17,2030137,2043898,"protein_coding",-4.419954312,9.87e-06,0.034965035,0.034521748,"rs7214541",3.14e-09,1.65124112655766e-07,4.05005783305685e-06,7.896e-05
"ENSG00000100311","Developmental","SCZ","isoTWAS","PDGFB","ENST00000455790",22,39223359,39244982,"protein_coding",5.86348438,4.53e-09,0.00999001,0.014899274,"rs5757762",3.22e-09,1.35899498931122e-08,4.52223095515336e-07,9.06e-09
"ENSG00000139116","Developmental","SCZ","isoTWAS","KIF21A","ENST00000551264",12,39293228,39443390,"protein_coding",-4.604740495,4.13e-06,0.014985015,0.03802035,"rs1463209",3.34e-09,1.5073824603083e-05,0.000182914628021922,4.13e-05
"ENSG00000139116","Developmental","SCZ","isoTWAS","KIF21A","ENST00000552475",12,39293228,39443390,"protein_coding",4.604740495,4.13e-06,0.010989011,0.010701516,"rs1463209",3.34e-09,1.5073824603083e-05,0.000182914628021922,4.13e-05
"ENSG00000139116","Developmental","SCZ","isoTWAS","KIF21A","ENST00000552961",12,39293228,39443390,"protein_coding",4.604740495,4.13e-06,0.010989011,0.032311854,"rs1463209",3.34e-09,1.5073824603083e-05,0.000182914628021922,4.13e-05
"ENSG00000199571","Developmental","SCZ","isoTWAS","","ENST00000362701",12,39819750,39819883,"snoRNA",3.453456725,0.000553451,0.001998002,0.012617737,"rs1463209",3.34e-09,0.000553451000000035,0.00282797275118713,0
"ENSG00000180116","Developmental","SCZ","isoTWAS","C12orf40","ENST00000468200",12,39626167,39908300,"protein_coding",4.984439396,6.21e-07,0.000999001,0.034473048,"rs1463209",3.34e-09,6.21000000018125e-07,1.26704412140234e-05,0
"ENSG00000274317","Developmental","SCZ","isoTWAS","LINC02334","ENST00000667295",13,37934298,38066444,"lncRNA",-4.357972907,1.31e-05,0.034965035,0.029741679,"rs2455415",3.42e-09,1.31000000000092e-05,0.000162906224456844,0
"ENSG00000120685","Developmental","SCZ","isoTWAS","PROSER1","ENST00000484434",13,39009865,39038089,"protein_coding",5.592442535,2.24e-08,0.005994006,0.089933329,"rs2455415",3.42e-09,1.34399725516698e-07,3.37862487556696e-06,1.12e-07
"ENSG00000239389","Developmental","SCZ","isoTWAS","PCDHA13","ENST00000289272",5,140882124,141012347,"protein_coding",-4.24302202,2.21e-05,0.044955045,0.032573518,"rs10223116",3.57e-09,4.41110667626861e-05,0.000429896441112917,2.21e-05
"ENSG00000146007","Developmental","SCZ","isoTWAS","ZMAT2","ENST00000506644",5,140698680,140706686,"protein_coding",-4.976144181,6.49e-07,0.041958042,0.033092716,"rs10223116",3.57e-09,1.11366995132035e-07,2.87035993751733e-06,1.298e-06
"ENSG00000253767","Developmental","SCZ","isoTWAS","PCDHGA8","ENST00000398604",5,141390157,141512975,"protein_coding",-4.553795474,5.27e-06,0.040959041,0.030717261,"rs10223116",3.57e-09,1.05379169248078e-05,0.000136603567268653,5.27e-06
"ENSG00000131503","Developmental","SCZ","isoTWAS","ANKHD1","ENST00000506930",5,140401814,140539856,"protein_coding",5.119997977,3.06e-07,0.032967033,0.024789402,"rs10223116",3.57e-09,4.74509226890255e-06,6.98732154450897e-05,5.508e-06
"ENSG00000146007","Developmental","SCZ","isoTWAS","ZMAT2","ENST00000274712",5,140698680,140706686,"protein_coding",5.493325893,3.94e-08,0.00999001,0.044098518,"rs10223116",3.57e-09,1.11366995132035e-07,2.87035993751733e-06,7.88e-08
"ENSG00000250120","Developmental","SCZ","isoTWAS","PCDHA10","ENST00000506939",5,140855883,141012347,"protein_coding",5.808791736,6.29e-09,0.004995005,0.036717028,"rs10223116",3.57e-09,4.59531792160904e-09,1.70491576866318e-07,6.29e-09
"ENSG00000197948","Developmental","SCZ","isoTWAS","FCHSD1","ENST00000523856",5,141639302,141651418,"protein_coding",-5.169742175,2.34e-07,0.003996004,0.029469799,"rs10223116",3.57e-09,1.86962403756962e-06,3.23060624650279e-05,1.638e-06
"ENSG00000164620","Developmental","SCZ","isoTWAS","RELL2","ENST00000520674",5,141636950,141641064,"protein_coding",-3.538797027,0.000401955,0.001998002,0.012376005,"rs10223116",3.57e-09,0.00178250970465702,0.00634633225754679,0.00160782
"ENSG00000131495","Developmental","SCZ","isoTWAS","NDUFA2","ENST00000510680",5,140638740,140647771,"protein_coding",6.624127517,3.49e-11,0.001998002,0.01514846,"rs10223116",3.57e-09,3.49000339735796e-11,2.22257480676367e-09,0
"ENSG00000131504","Developmental","SCZ","isoTWAS","DIAPH1","ENST00000389054",5,141515016,141619055,"protein_coding",5.109937712,3.22e-07,0.000999001,0.024149161,"rs10223116",3.57e-09,2.17514423297581e-07,5.1024204616274e-06,2.576e-06
"ENSG00000170445","Developmental","SCZ","isoTWAS","HARS1","ENST00000506579",5,140673035,140691537,"protein_coding",-5.248294289,1.54e-07,0.000999001,0.018318835,"rs10223116",3.57e-09,9.03727495024357e-07,1.75514537210567e-05,7.7e-07
"ENSG00000120306","Developmental","SCZ","isoTWAS","CYSTM1","ENST00000644078",5,140175156,140282052,"protein_coding",5.664124747,1.48e-08,0.000999001,0.016517399,"rs10223116",3.57e-09,5.91992760126012e-08,1.64727088890926e-06,4.44e-08
"ENSG00000185129","Developmental","SCZ","isoTWAS","PURA","ENST00000502351",5,140107777,140125619,"protein_coding",5.903,3.57e-09,0.000999001,0.015972289,"rs10223116",3.57e-09,1.42798097758979e-08,4.70330306067789e-07,1.071e-08
"ENSG00000112855","Developmental","SCZ","isoTWAS","HARS2","ENST00000506318",5,140691430,140699305,"protein_coding",6.264904257,3.73e-10,0.000999001,0.015984657,"rs10223116",3.57e-09,4.06635749386278e-09,1.53333980358531e-07,3.73e-09
"ENSG00000278915","Developmental","SCZ","isoTWAS","","ENST00000624566",5,140875346,140875922,"lncRNA",5.352815808,8.66e-08,0.000999001,0.018291858,"rs10223116",3.57e-09,8.66000000441348e-08,2.29497110133381e-06,0
"ENSG00000092531","Developmental","SCZ","isoTWAS","SNAP23","ENST00000564153",15,42491233,42545356,"protein_coding",-4.451551368,8.53e-06,0.026973027,0.02989972,"rs529611",3.89e-09,7.36811099856177e-07,1.47719184355017e-05,0.00011089
"ENSG00000150938","Developmental","SCZ","isoTWAS","CRIM1","ENST00000426856",2,36355778,36551135,"protein_coding",-4.614720911,3.94e-06,0.03996004,0.011301381,"rs3755195",4.03e-09,1.97890051053436e-05,0.000228778476644083,1.97e-05
