Gene,Dataset,Trait,Method,HGNC,Transcript,Chromosome,Start,End,Biotype,Z,P,"Permutation P",R2,"Top GWAS SNP","Top GWAS P",Screen.P,"Screening Adjusted P","Confirmation P"
ENSG00000150540,Developmental,ADHD,isoTWAS,HNMT,ENST00000480534,2,137964020,138016364,protein_coding,4.049505887,5.13E-05,0.000999001,0.034712719,rs921858,0.000571059,0.000399785555596766,0.00223412018067043,0.0003591
ENSG00000163877,Developmental,BP,isoTWAS,SNIP1,ENST00000468040,1,37534449,37554293,protein_coding,-4.316837815,1.58E-05,0.001998002,0.013175927,rs6665139,0.000571059,4.4941201930937E-05,0.000436475550585797,3.16E-05
ENSG00000158560,Developmental,MDD,isoTWAS,DYNC1I1,ENST00000359388,7,95772506,96110322,protein_coding,3.99479531,6.48E-05,0.002997003,0.028815587,rs1989826,0.000571059,5.28878701024247E-05,0.000494815846714801,0.000648
ENSG00000196262,Developmental,BP,isoTWAS,PPIA,ENST00000468812,7,44796680,44824564,protein_coding,-3.31964671,0.000901314,0.006993007,0.140483823,rs2304693,0.000573176,0.000730744088345009,0.00345091611415194,0.002703942
ENSG00000196262,Developmental,BP,isoTWAS,PPIA,ENST00000355968,7,44796680,44824564,protein_coding,-3.410116203,0.000649352,0.003996004,0.015827497,rs2304693,0.000573176,0.000730744088345009,0.00345091611415194,0.002597408
ENSG00000158604,Developmental,BP,isoTWAS,TMED4,ENST00000457408,7,44577894,44582287,protein_coding,-3.414947237,0.000637944,0.000999001,0.022219455,rs2304693,0.000573176,0.00245106942105568,0.00787443377665372,0.001913832
ENSG00000164742,Developmental,BP,isoTWAS,ADCY1,ENST00000297323,7,45574140,45723116,protein_coding,-3.460311352,0.000539551,0.032967033,0.031024153,rs2304693,0.000573176,0.00149090103552012,0.00562188126454654,0.001079102
ENSG00000196262,Developmental,BP,isoTWAS,PPIA,ENST00000494484,7,44796680,44824564,protein_coding,-3.667113842,0.000245304,0.022977023,0.01612065,rs2304693,0.000573176,0.000730744088345009,0.00345091611415194,0.000981216
ENSG00000111275,Developmental,BP,isoTWAS,ALDH2,ENST00000548536,12,111766887,111817532,protein_coding,3.971498919,7.14E-05,0.000999001,0.022431513,rs12298022,0.000573176,0.000142737548466973,0.00104520929886955,7.14E-05
ENSG00000110200,Developmental,SCZ,isoTWAS,ANAPC15,ENST00000537644,11,72106378,72112780,protein_coding,-3.457875068,0.000544454,0.005994006,0.025230248,rs11823867,0.000575299,0.004627260947144,0.0119086851261293,0.004900086
ENSG00000248671,Developmental,SCZ,isoTWAS,,ENST00000665956,11,71673885,71813859,lncRNA,3.566753188,0.000361432,0.003996004,0.059726325,rs11823867,0.000575299,0.00206101444134876,0.00699413184070226,0.00180716
ENSG00000165458,Developmental,SCZ,isoTWAS,INPPL1,ENST00000537656,11,72223701,72239147,protein_coding,4.026053777,5.67E-05,0.000999001,0.019429779,rs11823867,0.000575299,0.000549025498742428,0.00281382106198922,0.0005103
ENSG00000174744,Developmental,BP,isoTWAS,BRMS1,ENST00000534617,11,66337333,66345125,protein_coding,3.441449752,0.000578606,0.000999001,0.026060741,rs490998,0.00057743,0.000225781765454961,0.00147049713990218,0.002314424
ENSG00000174744,Developmental,BP,isoTWAS,BRMS1,ENST00000530756,11,66337333,66345125,protein_coding,3.441449752,0.000578606,0.000999001,0.046803282,rs490998,0.00057743,0.000225781765454961,0.00147049713990218,0.002314424
ENSG00000174744,Developmental,BP,isoTWAS,BRMS1,ENST00000425825,11,66337333,66345125,protein_coding,3.441449752,0.000578606,0.000999001,0.059613862,rs490998,0.00057743,0.000225781765454961,0.00147049713990218,0.002314424
ENSG00000125459,Developmental,ADHD,isoTWAS,MSTO1,ENST00000483832,1,155563235,155614951,protein_coding,-3.925706247,8.65E-05,0.018981019,0.020826054,rs6696760,0.00057743,1.57732161031668E-05,0.000189831420349746,0.000692
ENSG00000111186,Developmental,OCD,isoTWAS,WNT5B,ENST00000539198,12,1529891,1647212,protein_coding,3.441,0.000579569,0.000999001,0.028012051,rs11061988,0.000579569,0.000887530130362307,0.00395206099227802,0.004433472
ENSG00000242715,Developmental,MDD,isoTWAS,CCDC169,ENST00000510088,13,36222008,36297840,protein_coding,3.624559474,0.000289454,0.01998002,0.130731869,rs9575700,0.000579569,0.00145229038159469,0.00552014000672554,0.00144727
ENSG00000136932,Developmental,SCZ,isoTWAS,TRMO,ENST00000478126,9,97904489,97922500,protein_coding,3.441,0.000579569,0.000999001,0.016212974,rs3780446,0.000579569,0.00108943127816328,0.00455855104959219,0.001738707
ENSG00000136932,Developmental,SCZ,isoTWAS,TRMO,ENST00000375118,9,97904489,97922500,protein_coding,-3.441,0.000579569,0.000999001,0.042116054,rs3780446,0.000579569,0.00108943127816328,0.00455855104959219,0.001738707
ENSG00000172339,Developmental,CDG,isoTWAS,ALG14,ENST00000370205,1,94974405,95072951,protein_coding,3.44,0.000581714,0.000999001,0.022852957,rs6678734,0.000581714,0.00171779835474313,0.00618553048799628,0.001163428
ENSG00000183032,Developmental,ASD,isoTWAS,SLC25A21,ENST00000331299,14,36677921,37172606,protein_coding,-4.084233214,4.42E-05,0.003996004,0.083291592,rs7153530,0.000581714,8.83474001313495E-05,0.000736409575270103,4.42E-05
ENSG00000115884,Developmental,PTSD,isoTWAS,SDC1,ENST00000381150,2,20200797,20225433,protein_coding,-3.392726417,0.000692007,0.000999001,0.017959867,rs7558158,0.000581714,0.00179840738448016,0.00638462313641118,0.001384014
ENSG00000227535,Developmental,BV,isoTWAS,,ENST00000422930,6,104831129,104845820,lncRNA,3.300222527,0.000966082,0.000999001,0.027797741,rs9404564,0.000583867,0.000966082,0.00420032257489224,0
ENSG00000260498,Developmental,ICV,isoTWAS,,ENST00000658015,16,87773304,87779374,lncRNA,3.473449755,0.000513814,0.005994006,0.024110281,rs1864150,0.000583867,0.000513814000000056,0.0026827706716276,0
ENSG00000179820,Developmental,SCZ,isoTWAS,MYADM,ENST00000391768,19,53864763,53876435,protein_coding,3.521628797,0.000428904,0.001998002,0.025916626,rs7251895,0.000586028,0.00184842316046783,0.00650636889570126,0.001715616
ENSG00000009307,Developmental,BP,isoTWAS,CSDE1,ENST00000534389,1,114716913,114758676,protein_coding,3.436,0.000590371,0.000999001,0.010903225,rs951307,0.000590371,0.00114474601753905,0.00472682282169555,0.008855565
ENSG00000009307,Developmental,BP,isoTWAS,CSDE1,ENST00000525970,1,114716913,114758676,protein_coding,-3.436,0.000590371,0.000999001,0.013045346,rs951307,0.000590371,0.00114474601753905,0.00472682282169555,0.008855565
ENSG00000009307,Developmental,BP,isoTWAS,CSDE1,ENST00000529046,1,114716913,114758676,protein_coding,-3.436,0.000590371,0.000999001,0.023299389,rs951307,0.000590371,0.00114474601753905,0.00472682282169555,0.008855565
ENSG00000009307,Developmental,BP,isoTWAS,CSDE1,ENST00000525878,1,114716913,114758676,protein_coding,-3.436,0.000590371,0.000999001,0.029146701,rs951307,0.000590371,0.00114474601753905,0.00472682282169555,0.008855565
ENSG00000009307,Developmental,BP,isoTWAS,CSDE1,ENST00000261443,1,114716913,114758676,protein_coding,3.436,0.000590371,0.000999001,0.03570363,rs951307,0.000590371,0.00114474601753905,0.00472682282169555,0.008855565
ENSG00000009307,Developmental,BP,isoTWAS,CSDE1,ENST00000530886,1,114716913,114758676,protein_coding,-3.436,0.000590371,0.000999001,0.040779214,rs951307,0.000590371,0.00114474601753905,0.00472682282169555,0.008855565
ENSG00000009307,Developmental,BP,isoTWAS,CSDE1,ENST00000369530,1,114716913,114758676,protein_coding,3.436,0.000590371,0.000999001,0.046625753,rs951307,0.000590371,0.00114474601753905,0.00472682282169555,0.008855565
ENSG00000112062,Developmental,ALZ,isoTWAS,MAPK14,ENST00000229794,6,36027782,36111236,protein_coding,-3.444876101,0.000571321,0.000999001,0.042966265,rs732594,0.000592554,0.00260190202586421,0.00819517892182329,0.003999247
ENSG00000138750,Developmental,MDD,isoTWAS,NUP54,ENST00000508465,4,76107562,76148485,protein_coding,-3.453614333,0.000553128,0.002997003,0.023249396,rs17214357,0.000594744,0.00447308607009946,0.0116611114957859,0.006637536
ENSG00000171970,Developmental,MDD,isoTWAS,ZNF57,ENST00000306908,19,2900928,2918473,protein_coding,3.433,0.000596942,0.000999001,0.023679411,rs390258,0.000596942,0.00089906400534073,0.00398735751090795,0.000596942
ENSG00000223715,Developmental,MDD,isoTWAS,LINC01208,ENST00000652470,3,176415439,176867838,lncRNA,-3.433,0.000596942,0.000999001,0.037778015,rs9833289,0.000596942,0.000596942000000039,0.00297699210031503,0
ENSG00000112425,Developmental,SCZ,isoTWAS,EPM2A,ENST00000496228,6,145382535,145736023,protein_coding,-3.61957409,0.000295088,0.042957043,0.043236212,rs12206335,0.000599148,0.000507217968675588,0.00265606450241898,0.005311584
ENSG00000185658,Developmental,BP,isoTWAS,BRWD1,ENST00000491564,21,39184176,39321559,protein_coding,-3.43,0.000603581,0.000999001,0.02906422,rs2836747,0.000603581,0.00122080612425655,0.00492221606797131,0.007242972
ENSG00000185658,Developmental,BP,isoTWAS,BRWD1,ENST00000496759,21,39184176,39321559,protein_coding,-3.43,0.000603581,0.000999001,0.038886984,rs2836747,0.000603581,0.00122080612425655,0.00492221606797131,0.007242972
ENSG00000185658,Developmental,BP,isoTWAS,BRWD1,ENST00000484090,21,39184176,39321559,protein_coding,3.43,0.000603581,0.000999001,0.045985593,rs2836747,0.000603581,0.00122080612425655,0.00492221606797131,0.007242972
ENSG00000092330,Developmental,BV,isoTWAS,TINF2,ENST00000399423,14,24238286,24242663,protein_coding,-3.408746406,0.000652621,0.005994006,0.044623404,rs17256357,0.000603581,0.0011971317250103,0.00486172846249148,0.002610484
ENSG00000286931,Developmental,BV,isoTWAS,,ENST00000658653,14,24007057,24027782,lncRNA,3.808362512,0.00013989,0.000999001,0.019690277,rs17256357,0.000603581,0.000139889999999983,0.00103043574167034,0
ENSG00000164904,Developmental,AN,isoTWAS,ALDH7A1,ENST00000636892,5,126531200,126595362,protein_coding,-4.203016535,2.63E-05,0.000999001,0.054978553,rs10055040,0.00060581,6.06895954336904E-06,8.55211951262679E-05,0.0004734
ENSG00000152942,Developmental,BP,isoTWAS,RAD17,ENST00000354312,5,69369293,69414801,protein_coding,3.450758109,0.000559014,0.000999001,0.042702559,rs11741847,0.000608045,0.0037930714408288,0.0104679172338468,0.006149154
ENSG00000196345,Developmental,ASD,isoTWAS,ZKSCAN7,ENST00000431636,3,44555193,44594173,protein_coding,3.819765189,0.000133579,0.003996004,0.041738364,rs6803765,0.000608045,4.35614935522677E-05,0.000425826132307722,0.000801474
ENSG00000205339,Developmental,NTSM,isoTWAS,IPO7,ENST00000630083,11,9384652,9448127,protein_coding,-3.427,0.000610289,0.000999001,0.030371293,rs171493,0.000610289,8.99916516326052E-05,0.000744807828563392,0.004272023
ENSG00000205339,Developmental,NTSM,isoTWAS,IPO7,ENST00000528833,11,9384652,9448127,protein_coding,-3.407237027,0.000656241,0.000999001,0.054171159,rs171493,0.000610289,8.99916516326052E-05,0.000744807828563392,0.004272023
ENSG00000287975,Developmental,CDG,isoTWAS,,ENST00000668199,8,60876969,60904644,lncRNA,-3.619286408,0.000295417,0.011988012,0.023659074,rs629268,0.00061254,3.83494577749986E-06,5.90574331136166E-05,0.000295417
ENSG00000146733,Developmental,CortTH,isoTWAS,PSPH,ENST00000472276,7,56011051,56051604,protein_coding,3.449559044,0.000561503,0.004995005,0.037709642,rs11238386,0.000614799,0.00269060282669419,0.00839793113468118,0.003930521
ENSG00000142303,Developmental,BP,isoTWAS,ADAMTS10,ENST00000593913,19,8580240,8610735,protein_coding,3.585427584,0.000336526,0.002997003,0.095783579,rs12980554,0.000614799,0.002905797670166,0.00883842227644348,0.00336526
ENSG00000111670,Developmental,NTSM,isoTWAS,GNPTAB,ENST00000549738,12,101745499,101830959,protein_coding,3.503729706,0.000458791,0.000999001,0.015285876,rs6214,0.000614799,0.000109936716009337,0.000861295465861501,0.003211537
ENSG00000134215,Developmental,BV,isoTWAS,VAV3,ENST00000469325,1,107571161,107965180,protein_coding,-3.661816757,0.000250433,0.00999001,0.012370743,rs6670555,0.000614799,0.000978652355874083,0.00422818671343508,0.000751299
ENSG00000121486,Developmental,NTSM,isoTWAS,TRMT1L,ENST00000367506,1,185118101,185157072,protein_coding,3.819741731,0.000133591,0.000999001,0.030405967,rs4651272,0.000617066,0.000529833441844166,0.00273281620898785,0.000400773
ENSG00000167272,Developmental,CDG,isoTWAS,POP5,ENST00000511394,12,120578764,120581402,protein_coding,-3.423,0.000619341,0.000999001,0.017381821,rs2238160,0.000619341,0.000320315212376339,0.00190057618108152,0.001858023
ENSG00000167272,Developmental,CDG,isoTWAS,POP5,ENST00000535245,12,120578764,120581402,protein_coding,3.423,0.000619341,0.000999001,0.024834241,rs2238160,0.000619341,0.000320315212376339,0.00190057618108152,0.001858023
ENSG00000181826,Developmental,NTSM,isoTWAS,RELL1,ENST00000512114,4,37590800,37686376,protein_coding,-3.423,0.000619341,0.000999001,0.016173975,rs4832726,0.000619341,0.000882962424673453,0.00393679251160219,0.000619341
ENSG00000204592,Developmental,ALZ,isoTWAS,HLA-E,ENST00000493699,6,30489509,30494194,protein_coding,-3.525488848,0.000422702,0.010989011,0.015004025,rs1265100,0.000621623,2.44E-26,3.28159666666667E-23,0.000422702
ENSG00000137343,Developmental,ALZ,isoTWAS,ATAT1,ENST00000329992,6,30626842,30646823,protein_coding,-3.790560913,0.000150307,0.000999001,0.029123941,rs1265100,0.000621623,1.72199999861393E-19,4.41132666311592E-17,0.000300614
ENSG00000161265,Developmental,CortTH,isoTWAS,U2AF1L4,ENST00000588892,19,35742464,35745445,protein_coding,3.492249301,0.000478971,0.010989011,0.023743955,rs2871921,0.000623913,0.000553047638328691,0.00282797275118713,0.006226623
ENSG00000072518,Developmental,CortTH,isoTWAS,MARK2,ENST00000361128,11,63838928,63911020,protein_coding,3.421,0.000623913,0.000999001,0.012860022,rs10792429,0.000623913,6.61061109369484E-10,3.06576587474543E-08,0.004879408
ENSG00000072518,Developmental,CortTH,isoTWAS,MARK2,ENST00000535116,11,63838928,63911020,protein_coding,-3.427161501,0.000609926,0.000999001,0.016187694,rs10792429,0.000623913,6.61061109369484E-10,3.06576587474543E-08,0.004879408
ENSG00000072518,Developmental,CortTH,isoTWAS,MARK2,ENST00000512060,11,63838928,63911020,protein_coding,3.421,0.000623913,0.000999001,0.021399018,rs10792429,0.000623913,6.61061109369484E-10,3.06576587474543E-08,0.004879408
ENSG00000072518,Developmental,CortTH,isoTWAS,MARK2,ENST00000402010,11,63838928,63911020,protein_coding,-3.378355173,0.000729208,0.000999001,0.02546234,rs10792429,0.000623913,6.61061109369484E-10,3.06576587474543E-08,0.004879408
ENSG00000072518,Developmental,CortTH,isoTWAS,MARK2,ENST00000543674,11,63838928,63911020,protein_coding,-3.421,0.000623913,0.000999001,0.068764841,rs10792429,0.000623913,6.61061109369484E-10,3.06576587474543E-08,0.004879408
ENSG00000161265,Developmental,CortTH,isoTWAS,U2AF1L4,ENST00000590135,19,35742464,35745445,protein_coding,-3.609515686,0.000306769,0.01998002,0.018923199,rs2871921,0.000623913,0.000553047638328691,0.00282797275118713,0.004601535
ENSG00000161265,Developmental,CortTH,isoTWAS,U2AF1L4,ENST00000587987,19,35742464,35745445,protein_coding,4.024598339,5.71E-05,0.002997003,0.015075471,rs2871921,0.000623913,0.000553047638328691,0.00282797275118713,0.0008565
ENSG00000156475,Developmental,NTSM,isoTWAS,PPP2R2B,ENST00000528601,5,146580742,147084784,protein_coding,-4.496105031,6.92E-06,0.007992008,0.031572839,rs17547112,0.000623913,6.17555034007477E-05,0.000558047071324002,7.612E-05
ENSG00000184635,Developmental,BP,isoTWAS,ZNF93,ENST00000592613,19,19900913,19963464,protein_coding,-3.40172056,0.000669631,0.000999001,0.083162695,rs13344370,0.000628517,1.72133478543207E-07,4.19013908025462E-06,0.002008893
ENSG00000204623,Developmental,BP,isoTWAS,POLR1HASP,ENST00000448093,6,29976042,30061640,transcribed_unitary_pseudogene,3.7701616,0.000163142,0.007992008,0.115519911,rs3736694,0.000628517,8.85623545477923E-05,0.000737516945328597,0.000326284
ENSG00000151067,Developmental,ASD,isoTWAS,CACNA1C,ENST00000335762,12,1970772,2697950,protein_coding,-3.425650881,0.000613328,0.002997003,0.019474306,rs7963955,0.000630831,0.00795855298914059,0.0167921410238907,0.007973264
ENSG00000254602,Developmental,BP,isoTWAS,MIR130AHG,ENST00000526243,11,57638024,57652790,lncRNA,3.498647823,0.000467624,0.000999001,0.015522739,rs96894,0.000633153,0.000517221038196604,0.00269185112397774,0.001402872
ENSG00000164120,Developmental,ASD,isoTWAS,HPGD,ENST00000509512,4,174490175,174523154,protein_coding,3.596763592,0.000322201,0.001998002,0.017772859,rs10520268,0.000633153,0.00115431360925034,0.0047454210267472,0.001288804
ENSG00000279796,Developmental,CDG,isoTWAS,,ENST00000623755,10,114424445,114427398,TEC,3.30126008,0.000962516,0.004995005,0.023225663,rs6585225,0.000633153,0.000962516000000033,0.00418820321488286,0
ENSG00000172172,Developmental,BP,isoTWAS,MRPL13,ENST00000518918,8,120380761,120445402,protein_coding,3.40135479,0.000670527,0.000999001,0.067686181,rs3924784,0.000642519,0.00126640903047993,0.00503196082682748,0.003352635
ENSG00000148143,Developmental,ASD,isoTWAS,ZNF462,ENST00000471032,9,106863166,107013634,protein_coding,-3.625582391,0.000288311,0.005994006,0.049094686,rs10739222,0.000642519,0.00172618254791777,0.00620013041910573,0.002594799
ENSG00000122512,Developmental,MDD,isoTWAS,PMS2,ENST00000441476,7,5970925,6009130,protein_coding,4.104371087,4.05E-05,0.000999001,0.01715253,rs6950111,0.000642519,0.000198814676107991,0.00133973697607803,0.000162
ENSG00000111674,Developmental,BP,isoTWAS,ENO2,ENST00000535275,12,6913745,6923698,protein_coding,-3.461306879,0.00053756,0.002997003,0.038960886,rs1060619,0.000644881,0.00285422128201325,0.00873021389269165,0.0053756
ENSG00000111684,Developmental,BP,isoTWAS,LPCAT3,ENST00000536971,12,6976185,7018477,protein_coding,3.412,0.000644881,0.000999001,0.047244423,rs1060619,0.000644881,0.00389203366298382,0.0106319450384048,0.003869286
ENSG00000111640,Developmental,BP,isoTWAS,GAPDH,ENST00000396861,12,6534512,6538374,protein_coding,-3.468004681,0.000524338,0.000999001,0.07255046,rs1060619,0.000644881,0.00143269601297755,0.00547143420573702,0.003670366
ENSG00000250510,Developmental,BP,isoTWAS,GPR162,ENST00000542330,12,6821624,6829972,protein_coding,-3.531380374,0.000413397,0.000999001,0.026871315,rs1060619,0.000644881,0.00122046463676015,0.00492221606797131,0.000826794
ENSG00000047315,Developmental,ADHD,isoTWAS,POLR2B,ENST00000484821,4,56977722,57031158,protein_coding,3.411,0.000647251,0.000999001,0.010691609,rs6851308,0.000647251,0.00142471818894664,0.00545128659350636,0.007119761
ENSG00000047315,Developmental,ADHD,isoTWAS,POLR2B,ENST00000314595,4,56977722,57031158,protein_coding,3.411,0.000647251,0.000999001,0.011988308,rs6851308,0.000647251,0.00142471818894664,0.00545128659350636,0.007119761
ENSG00000047315,Developmental,ADHD,isoTWAS,POLR2B,ENST00000431623,4,56977722,57031158,protein_coding,-3.411,0.000647251,0.000999001,0.017155225,rs6851308,0.000647251,0.00142471818894664,0.00545128659350636,0.007119761
ENSG00000047315,Developmental,ADHD,isoTWAS,POLR2B,ENST00000478188,4,56977722,57031158,protein_coding,3.411,0.000647251,0.000999001,0.021430571,rs6851308,0.000647251,0.00142471818894664,0.00545128659350636,0.007119761
ENSG00000047315,Developmental,ADHD,isoTWAS,POLR2B,ENST00000495311,4,56977722,57031158,protein_coding,-3.411,0.000647251,0.000999001,0.051134351,rs6851308,0.000647251,0.00142471818894664,0.00545128659350636,0.007119761
ENSG00000206559,Developmental,CDG,isoTWAS,ZCWPW2,ENST00000419130,3,28348721,28538122,protein_coding,-3.748364308,0.000177992,0.00999001,0.020087254,rs7624180,0.000649629,0.000655488801593093,0.0031921948608663,0.000533976
ENSG00000144591,Developmental,SCZ,isoTWAS,GMPPA,ENST00000313597,2,219498865,219513898,protein_coding,3.399,0.000676327,0.000999001,0.019424107,rs10194578,0.000652015,0.000716426507347934,0.00339771007995542,0.004734289
ENSG00000144591,Developmental,SCZ,isoTWAS,GMPPA,ENST00000455657,2,219498865,219513898,protein_coding,3.399,0.000676327,0.000999001,0.024236236,rs10194578,0.000652015,0.000716426507347934,0.00339771007995542,0.004734289
ENSG00000213563,Developmental,ICV,isoTWAS,C8orf82,ENST00000313465,8,144525733,144529132,protein_coding,3.394937132,0.000686444,0.000999001,0.037379751,rs873884,0.000654409,0.00143552240979362,0.00547704401221258,0.002059332
ENSG00000235173,Developmental,ICV,isoTWAS,HGH1,ENST00000347708,8,144137774,144140851,protein_coding,-4.222916452,2.41E-05,0.000999001,0.020091969,rs873884,0.000654409,5.08730629289539E-05,0.000479020048197425,9.64E-05
ENSG00000198825,Developmental,MDD,isoTWAS,INPP5F,ENST00000647699,10,119726042,119829147,protein_coding,3.371554997,0.000747451,0.000999001,0.011547367,rs1265536,0.000656811,0.00108469307279777,0.00454412319418974,0.008969412
ENSG00000198825,Developmental,MDD,isoTWAS,INPP5F,ENST00000650409,10,119726042,119829147,protein_coding,3.371554997,0.000747451,0.000999001,0.0197851,rs1265536,0.000656811,0.00108469307279777,0.00454412319418974,0.008969412
ENSG00000230453,Developmental,BP,isoTWAS,ANKRD18B,ENST00000474881,9,33524251,33608848,protein_coding,-3.567909195,0.000359841,0.006993007,0.038053542,rs3843935,0.000659222,0.00106433809449207,0.00448494843525,0.000719682
ENSG00000160145,Developmental,ADHD,isoTWAS,KALRN,ENST00000477496,3,124033369,124726325,protein_coding,3.30599748,0.000946389,0.004995005,0.013128609,rs1055419,0.000661641,0.00851772527845617,0.0175456807589403,0.012303057
ENSG00000153071,Developmental,PTSD,isoTWAS,DAB2,ENST00000507539,5,39371675,39462300,protein_coding,3.405,0.000661641,0.000999001,0.012560496,rs11737983,0.000661641,0.00174249109098678,0.00624825992557219,0.005954769
ENSG00000153071,Developmental,PTSD,isoTWAS,DAB2,ENST00000513052,5,39371675,39462300,protein_coding,3.405,0.000661641,0.000999001,0.030264164,rs11737983,0.000661641,0.00174249109098678,0.00624825992557219,0.005954769
ENSG00000214954,Developmental,CDG,isoTWAS,LRRC69,ENST00000518487,8,91101832,91219257,protein_coding,-3.505137086,0.000456372,0.026973027,0.022206753,rs10087080,0.000661641,0.000877478641137467,0.0039228885842985,0.000912744
ENSG00000123119,Developmental,CDG,isoTWAS,NECAB1,ENST00000521954,8,90791741,90959393,protein_coding,3.44598832,0.000568975,0.018981019,0.031167733,rs10087080,0.000661641,0.00112028143697628,0.00465026288872431,0.000568975
ENSG00000075624,Developmental,SCZ,isoTWAS,ACTB,ENST00000642480,7,5526409,5563902,protein_coding,-3.461534026,0.000537106,0.003996004,0.058569433,rs10251663,0.000661641,0.00412171090899248,0.0110425452125215,0.004833954
ENSG00000140526,Developmental,AN,isoTWAS,ABHD2,ENST00000565973,15,89087459,89202355,protein_coding,-4.058794728,4.93E-05,0.002997003,0.027886743,rs6496469,0.000664068,0.000121925537157048,0.000929502240990835,0.0001972
ENSG00000140526,Developmental,AN,isoTWAS,ABHD2,ENST00000565066,15,89087459,89202355,protein_coding,4.061746092,4.87E-05,0.002997003,0.043314496,rs6496469,0.000664068,0.000121925537157048,0.000929502240990835,0.0001948
ENSG00000109113,Developmental,BP,isoTWAS,RAB34,ENST00000450529,17,28714281,28718429,protein_coding,-3.314556395,0.000917887,0.006993007,0.016215993,rs9907633,0.000666503,0.00280725714193121,0.0086363558927998,0.008260983
ENSG00000109113,Developmental,BP,isoTWAS,RAB34,ENST00000636772,17,28714281,28718429,protein_coding,-3.314556395,0.000917887,0.006993007,0.029546329,rs9907633,0.000666503,0.00280725714193121,0.0086363558927998,0.008260983
ENSG00000109113,Developmental,BP,isoTWAS,RAB34,ENST00000395245,17,28714281,28718429,protein_coding,3.314556395,0.000917887,0.005994006,0.02995058,rs9907633,0.000666503,0.00280725714193121,0.0086363558927998,0.008260983
ENSG00000164418,Developmental,BP,isoTWAS,GRIK2,ENST00000369138,6,100962701,102081622,protein_coding,3.402,0.000668946,0.000999001,0.021347214,rs714606,0.000668946,0.00129786011938081,0.00511421305437854,0.005351568
ENSG00000164418,Developmental,BP,isoTWAS,GRIK2,ENST00000358361,6,100962701,102081622,protein_coding,3.402,0.000668946,0.000999001,0.022922845,rs714606,0.000668946,0.00129786011938081,0.00511421305437854,0.005351568
ENSG00000164418,Developmental,BP,isoTWAS,GRIK2,ENST00000436862,6,100962701,102081622,protein_coding,-3.402,0.000668946,0.000999001,0.033123193,rs714606,0.000668946,0.00129786011938081,0.00511421305437854,0.005351568
ENSG00000164418,Developmental,BP,isoTWAS,GRIK2,ENST00000487161,6,100962701,102081622,protein_coding,3.402,0.000668946,0.000999001,0.055405201,rs714606,0.000668946,0.00129786011938081,0.00511421305437854,0.005351568
ENSG00000151148,Developmental,ICV,isoTWAS,UBE3B,ENST00000540230,12,109477402,109536705,protein_coding,-3.376461896,0.000734245,0.011988012,0.032525278,rs10850838,0.000671398,4.51501115778517E-09,1.68285831583129E-07,0.006608205
ENSG00000204856,Developmental,ICV,isoTWAS,FAM216A,ENST00000548869,12,110468415,110490385,protein_coding,3.401,0.000671398,0.000999001,0.032061113,rs10850838,0.000671398,0.000191170825048291,0.00130181685462209,0.00335699
ENSG00000204856,Developmental,ICV,isoTWAS,FAM216A,ENST00000377673,12,110468415,110490385,protein_coding,-3.401,0.000671398,0.000999001,0.038592463,rs10850838,0.000671398,0.000191170825048291,0.00130181685462209,0.00335699
ENSG00000204856,Developmental,ICV,isoTWAS,FAM216A,ENST00000538285,12,110468415,110490385,protein_coding,-3.401,0.000671398,0.000999001,0.084418012,rs10850838,0.000671398,0.000191170825048291,0.00130181685462209,0.00335699
ENSG00000212694,Developmental,BP,isoTWAS,LINC01089,ENST00000535643,12,121795267,121803906,lncRNA,-3.699994093,0.000215604,0.01998002,0.067584947,rs7974348,0.000671398,0.000776913212850006,0.00360926952855102,0.001293624
ENSG00000214941,Developmental,NTSM,isoTWAS,ZSWIM7,ENST00000472495,17,15976560,15999717,protein_coding,-3.731385287,0.00019043,0.004995005,0.301487786,rs9906223,0.000676327,0.00102553173058774,0.00437164727943886,0.00247559
ENSG00000140718,Developmental,AN,isoTWAS,FTO,ENST00000431610,16,53701692,54158512,protein_coding,-3.892227583,9.93E-05,0.001998002,0.011390546,rs9940848,0.000676327,0.00169580255459559,0.00613369731703679,0.0018867
ENSG00000011376,Developmental,CDG,isoTWAS,LARS2,ENST00000265537,3,45388561,45554726,protein_coding,3.748275055,0.000178055,0.011988012,0.014300986,rs6441856,0.000676327,0.000131614334905138,0.000984758345402886,0.000890275
ENSG00000231887,Developmental,MDD,isoTWAS,PRH1,ENST00000536086,12,10824960,11171608,protein_coding,3.922751282,8.75E-05,0.016983017,0.158785418,rs4763725,0.000678804,0.000720022692017439,0.00341175755327934,0.0007875
ENSG00000156110,Developmental,SCZ,isoTWAS,ADK,ENST00000672920,10,74151202,74709963,protein_coding,3.382183409,0.000719121,0.015984016,0.060001749,rs10824308,0.000678804,0.00154708474885575,0.00575783481515971,0.005033847
ENSG00000102781,Developmental,NTSM,isoTWAS,KATNAL1,ENST00000380615,13,30202630,30307551,protein_coding,3.336538303,0.000848287,0.025974026,0.049291628,rs2776961,0.00068129,0.00198626742192938,0.00682922239508273,0.002544861
ENSG00000120868,Developmental,NTSM,isoTWAS,APAF1,ENST00000357310,12,98645290,98735433,protein_coding,-3.397,0.00068129,0.000999001,0.012951805,rs10860347,0.00068129,0.000189520686105275,0.00129330839452559,0.00204387
